NutNet_Litter_Bag_No,String,Init_Litter_Mass_g,Site_Text,Trt,Date_Sent,Date_Deployed,Collection_Date,Lab_Arrival_Date,Days_Since_Deployment,Fin_Litter_Mass_g,Prop_Init_Mass,Notes,Carbon_Perc,Nitrogen_perc,Carbon_Rerun_Perc,Nitrogen_Rerun_Perc,Carbon_Used_Perc,Nitrogen_Used_Perc,Init_Crucible_Mass_g,Crucible_Plus_Sample_g,Ashed_Crucible_Sample_g,Initial_Ashed_Sample_Mass_g,Ash_Mass_g,Perc_AFDM,Perc_C_pred_from_AFDM,Init_C_Mass_g,Plot,Fin_C_Mass_g,Prop_Init_C_Mass,Yrs_Since_Deployment,Harvest_No,Init_N_Mass_g,Fin_N_Mass_g,Prop_Init_N_Mass,
6009,10,10.009,Kinypanial ,N,11/25/09,9/21/10,9/21/11,11/8/11,365,8.52,0.8512,,49.225,1.104,,,49.225,1.104,17.172,17.774,17.201,0.602,0.029,95.18272425,48.52675872,4.84115312,10,4.19397,0.866316329,1,1,0.09278343,0.0940608,1.013767221,
6013,11,10.001,Kinypanial ,K,11/25/09,9/21/10,9/21/11,11/8/11,365,8.56,0.8559,,50.108,1.099,,,50.108,1.099,17.281,17.907,17.31,0.626,0.029,95.36741214,48.61946127,4.83728368,11,4.2892448,0.886705243,1,1,0.09270927,0.0940744,1.014724849,
6026,12,10.008,Kinypanial ,NPK,11/25/09,9/21/10,9/21/11,11/8/11,365,8.13,0.8124,,49.527,0.954,,,49.527,0.954,17.882,18.483,17.911,0.601,0.029,95.17470882,48.52273544,4.84066944,12,4.0265451,0.831815754,1,1,0.09277416,0.0775602,0.836010803,
6031,13,10.006,Kinypanial ,P,11/25/09,9/21/10,9/21/11,11/8/11,365,8.34,0.8335,,50.281,1.18,,,50.281,1.18,17.18,17.64,17.21,0.46,0.03,93.47826087,47.67121747,4.83970208,13,4.1934354,0.866465607,1,1,0.09275562,0.098412,1.060981534,
6037,14,10.003,Kinypanial ,NK,11/25/09,9/21/10,9/21/11,11/8/11,365,8.23,0.8228,,48.888,1.702,,,48.888,1.702,17.274,17.701,17.307,0.427,0.033,92.27166276,47.06557557,4.83825104,14,4.0234824,0.831598519,1,1,0.09272781,0.1400746,1.510599679,
6046,15,10.006,Kinypanial ,N,11/25/09,9/21/10,9/21/11,11/8/11,365,8.71,0.8705,,49.867,1.362,,,49.867,1.362,17.145,17.798,17.184,0.653,0.039,94.02756508,47.94693617,4.83970208,15,4.3434157,0.89745518,1,1,0.09275562,0.1186302,1.27895431,
6049,16,10.002,Kinypanial ,NPK+Fence,11/25/09,9/21/10,9/21/11,11/8/11,365,8.37,0.8368,,48.586,1.862,,,48.586,1.862,17.425,17.78,17.454,0.355,0.029,91.83098592,46.84438148,4.83776736,16,4.0666482,0.840604332,1,1,0.09271854,0.1558494,1.680887124,
6056,17,10.002,Kinypanial ,Control,11/25/09,9/21/10,9/21/11,11/8/11,365,8.7,0.8698,,48.531,1.201,,,48.531,1.201,17.495,17.971,17.529,0.476,0.034,92.85714286,47.35945244,4.83776736,17,4.222197,0.872757346,1,1,0.09271854,0.104487,1.126926718,
6067,18,9.999,Kinypanial ,Fence,11/25/09,9/21/10,9/21/11,11/8/11,365,8.26,0.8261,,,,,,48.71,1.235,,,,0,0,#DIV/0!,#DIV/0!,4.83631632,18,4.023446,0.831923665,1,1,0.09269073,0.1019697,1.100106774,
6074,19,10.008,Kinypanial ,NP,11/25/09,9/21/10,9/21/11,11/8/11,365,8.44,0.8433,,47.662,0.807,,,47.662,0.807,17.583,18.075,17.608,0.492,0.025,94.91869919,48.39423353,4.84066944,19,4.0226728,0.831015803,1,1,0.09277416,0.0681108,0.734157011,
6077,20,9.995,Kinypanial ,PK,11/25/09,9/21/10,9/21/11,11/8/11,365,8.54,0.8544,,47.697,1.806,,,47.697,1.806,17.222,17.67,17.258,0.448,0.036,91.96428571,46.91129021,4.8343816,20,4.0733238,0.842573909,1,1,0.09265365,0.1542324,1.664612241,
6088,21,9.999,Kinypanial ,Fence,11/25/09,9/21/10,9/21/11,11/8/11,365,8.46,0.8461,,49.11,1.212,,,49.11,1.212,17.294,17.79,17.334,0.496,0.04,91.93548387,46.89683336,4.83631632,21,4.154706,0.859064156,1,1,0.09269073,0.1025352,1.106207708,
6092,22,10.001,Kinypanial ,P,11/25/09,9/21/10,9/21/11,11/8/11,365,9.26,0.9259,,49.233,1.027,,,49.233,1.027,17.264,17.983,17.299,0.719,0.035,95.13212796,48.50136233,4.83728368,22,4.5589758,0.942466083,1,1,0.09270927,0.0951002,1.025789546,
6097,23,9.998,Kinypanial ,NPK,11/25/09,9/21/10,9/21/11,11/8/11,365,8.7,0.8702,,50.485,1.168,,,50.485,1.168,17.389,17.841,17.415,0.452,0.026,94.24778761,48.05747503,4.83583264,23,4.392195,0.90826034,1,1,0.09268146,0.101616,1.09640051,
6106,24,10.006,Kinypanial ,N,11/25/09,9/21/10,9/21/11,11/8/11,365,9.43,0.9424,,45.481,1.23,,,45.481,1.23,17.288,17.793,17.359,0.505,0.071,85.94059406,43.88774818,4.83970208,24,4.2888583,0.886182296,1,1,0.09275562,0.115989,1.250479486,
6117,25,10.005,Kinypanial ,NP,11/25/09,9/21/10,9/21/11,11/8/11,365,8.56,0.8556,,47.829,1.589,,,47.829,1.589,17.397,17.991,17.455,0.594,0.058,90.23569024,46.04363606,4.8392184,25,4.0941624,0.846037947,1,1,0.09274635,0.1360184,1.466563374,
6120,26,10.002,Kinypanial ,K,11/25/09,9/21/10,9/21/11,11/8/11,365,8.33,0.8328,,49.925,1.338,,,49.925,1.338,17.244,17.68,17.266,0.436,0.022,94.95412844,48.41201695,4.83776736,26,4.1587525,0.859642928,1,1,0.09271854,0.1114554,1.202083208,
6129,27,9.998,Kinypanial ,NK,11/25/09,9/21/10,9/21/11,11/8/11,365,8.58,0.8582,,45.917,1.592,,,45.917,1.592,17.174,17.583,17.213,0.409,0.039,90.46454768,46.15850915,4.83583264,27,3.9396786,0.814684645,1,1,0.09268146,0.1365936,1.473796377,
6132,28,9.999,Kinypanial ,Control,11/25/09,9/21/10,9/21/11,11/8/11,365,8.52,0.8521,,48.101,1.351,,,48.101,1.351,17.685,18.14,17.726,0.455,0.041,90.98901099,46.42175916,4.83631632,28,4.0982052,0.847381546,1,1,0.09269073,0.1151052,1.241819975,
6141,29,10.008,Kinypanial ,PK,11/25/09,9/21/10,9/21/11,11/8/11,365,8.15,0.8143,,49.236,1.277,,,49.236,1.277,17.656,18.045,17.683,0.389,0.027,93.05912596,47.46083619,4.84066944,29,4.012734,0.828962616,1,1,0.09277416,0.1040755,1.1218156,
6146,30,9.999,Kinypanial ,NPK+Fence,11/25/09,9/21/10,9/21/11,11/8/11,365,8.06,0.8061,,47.705,1.33,,,47.705,1.33,17.532,17.933,17.568,0.401,0.036,91.02244389,46.43854052,4.83631632,30,3.845023,0.795031331,1,1,0.09269073,0.107198,1.156512631,
5946,1,10.002,Kinypanial ,Fence,11/25/09,9/21/10,7/10/12,9/20/12,658,7.5,0.7499,,44.244,1.51,,,44.244,1.51,17.746,18.147,17.79,0.401,0.044,89.02743142,45.43716057,4.83776736,1,3.3183,0.685915579,1.803,2,0.09271854,0.11325,1.22143856,
5953,2,9.997,Kinypanial ,P,11/25/09,9/21/10,7/10/12,9/20/12,658,9.7,0.9703,,30.512,1.516,,,30.512,1.516,17.434,17.832,17.549,0.398,0.115,71.10552764,36.44140972,4.83534896,2,2.959664,0.612089019,1.803,2,0.09267219,0.147052,1.586797506,
5962,3,9.993,Kinypanial ,NPK,11/25/09,9/21/10,7/10/12,9/20/12,658,4.3,0.4303,,46.345,1.806,,,46.345,1.806,16.957,17.223,16.982,0.266,0.025,90.60150376,46.22725312,4.83341424,3,1.992835,0.412303788,1.803,2,0.09263511,0.077658,0.838321453,
5967,4,10,Kinypanial ,PK,11/25/09,9/21/10,7/10/12,9/20/12,658,7.9,0.79,,46.783,1.286,,,46.783,1.286,17.324,17.643,17.349,0.319,0.025,92.1630094,47.01103792,4.8368,4,3.695857,0.764112016,1.803,2,0.0927,0.101594,1.095943905,
5974,5,10.003,Kinypanial ,NP,11/25/09,9/21/10,7/10/12,9/20/12,658,7.8,0.7798,,44.122,1.836,,,44.122,1.836,17.688,18.044,17.727,0.356,0.039,89.04494382,45.44595078,4.83825104,5,3.441516,0.711314062,1.803,2,0.09272781,0.143208,1.544391052,
5983,6,10.004,Kinypanial ,NPK+Fence,11/25/09,9/21/10,7/10/12,9/20/12,658,7.4,0.7397,,43.334,3.398,,,43.334,3.398,17.234,17.541,17.277,0.307,0.043,85.99348534,43.91429652,4.83873472,6,3.206716,0.662717877,1.803,2,0.09273708,0.251452,2.711450479,
5987,7,10.006,Kinypanial ,K,11/25/09,9/21/10,7/10/12,9/20/12,658,8.3,0.8295,,43.04,1.566,,,43.04,1.566,18.36,18.694,18.414,0.334,0.054,83.83233533,42.82952521,4.83970208,7,3.57232,0.738128079,1.803,2,0.09275562,0.129978,1.401295145,
5996,8,10.006,Kinypanial ,Control,11/25/09,9/21/10,7/10/12,9/20/12,658,8.1,0.8095,,47.71,1.275,,,47.71,1.275,17.268,17.61,17.291,0.342,0.023,93.2748538,47.56911898,4.83970208,8,3.86451,0.79850163,1.803,2,0.09275562,0.103275,1.113409624,
6002,9,10.007,Kinypanial ,NK,11/25/09,9/21/10,7/10/12,9/20/12,658,8.4,0.8394,,44.4,3.901,,,44.4,3.901,17.213,17.601,17.247,0.388,0.034,91.2371134,46.5462921,4.84018576,9,3.7296,0.770548939,1.803,2,0.09276489,0.327684,3.532414042,
6011,10,10.004,Kinypanial ,N,11/25/09,9/21/10,7/10/12,9/20/12,658,8.1,0.8097,,44.785,2.002,,,44.785,2.002,17.043,17.437,17.084,0.394,0.041,89.59390863,45.72149911,4.83873472,10,3.627585,0.74969702,1.803,2,0.09273708,0.162162,1.74862094,
6018,11,10.003,Kinypanial ,K,11/25/09,9/21/10,7/10/12,9/20/12,658,8.2,0.8198,,46.939,1.478,,,46.939,1.478,17.394,17.707,17.422,0.313,0.028,91.0543131,46.45453701,4.83825104,11,3.848998,0.795534992,1.803,2,0.09272781,0.121196,1.307008113,
6022,12,10.004,Kinypanial ,NPK,11/25/09,9/21/10,7/10/12,9/20/12,658,7.6,0.7597,,47.825,1.315,,,47.825,1.315,17.165,17.592,17.194,0.427,0.029,93.20843091,47.53577857,4.83873472,12,3.6347,0.751167446,1.803,2,0.09273708,0.09994,1.077670334,
6029,13,10.008,Kinypanial ,P,11/25/09,9/21/10,7/10/12,9/20/12,658,8,0.7994,,47.03,1.421,,,47.03,1.421,18.183,18.509,18.209,0.326,0.026,92.02453988,46.94153429,4.84066944,13,3.7624,0.777247868,1.803,2,0.09277416,0.11368,1.225341194,
6036,14,10.009,Kinypanial ,NK,11/25/09,9/21/10,7/10/12,9/20/12,658,7.8,0.7793,,49.882,1.196,,,49.882,1.196,17.534,17.845,17.559,0.311,0.025,91.96141479,46.90984917,4.84115312,14,3.890796,0.803691993,1.803,2,0.09278343,0.093288,1.005438148,
6043,15,10.009,Kinypanial ,N,11/25/09,9/21/10,7/10/12,9/20/12,658,8.2,0.8193,,44.977,1.622,,,44.977,1.622,17.139,17.696,17.201,0.557,0.062,88.86894075,45.3576075,4.84115312,15,3.688114,0.761825521,1.803,2,0.09278343,0.133004,1.433488717,
6054,16,9.995,Kinypanial ,NPK+Fence,11/25/09,9/21/10,7/10/12,9/20/12,658,8.1,0.8104,,42.408,1.911,,,42.408,1.911,16.434,16.783,16.495,0.349,0.061,82.52148997,42.17155726,4.8343816,16,3.435048,0.710545481,1.803,2,0.09265365,0.154791,1.670641146,
6057,17,10.005,Kinypanial ,Control,11/25/09,9/21/10,7/10/12,9/20/12,658,7.8,0.7796,,47.723,1.282,,,47.723,1.282,17.271,17.613,17.302,0.342,0.031,90.93567251,46.39498635,4.8392184,17,3.722394,0.769213888,1.803,2,0.09274635,0.099996,1.078166418,
6066,18,10.003,Kinypanial ,Fence,11/25/09,9/21/10,7/10/12,9/20/12,658,7.9,0.7898,,46.47,1.926,,,46.47,1.926,17.369,17.792,17.402,0.423,0.033,92.19858156,47.02889307,4.83825104,18,3.67113,0.75877212,1.803,2,0.09272781,0.152154,1.640866963,
6073,19,10.005,Kinypanial ,NP,11/25/09,9/21/10,7/10/12,9/20/12,658,5.4,0.5397,,47.795,1.354,,,47.795,1.354,17.383,17.763,17.412,0.38,0.029,92.36842105,47.11414259,4.8392184,19,2.58093,0.533336127,1.803,2,0.09274635,0.073116,0.788343692,
6081,20,10.002,Kinypanial ,PK,11/25/09,9/21/10,7/10/12,9/20/12,658,8.3,0.8298,,44.38,2.072,,,44.38,2.072,17.709,17.707,17.74,-0.002,0.031,1650,828.9543853,4.83776736,20,3.68354,0.761413215,1.803,2,0.09271854,0.171976,1.854817817,
6087,21,9.995,Kinypanial ,Fence,11/25/09,9/21/10,7/10/12,9/20/12,658,8.3,0.8304,,44.488,1.453,,,44.488,1.453,17.42,17.694,17.453,0.274,0.033,87.95620438,44.89946705,4.8343816,21,3.692504,0.76380069,1.803,2,0.09265365,0.120599,1.301610892,
6091,22,10.002,Kinypanial ,P,11/25/09,9/21/10,7/10/12,9/20/12,658,8.1,0.8098,,44.901,2.261,,,44.901,2.261,17.728,18.173,17.779,0.445,0.051,88.53932584,45.19216003,4.83776736,22,3.636981,0.751789148,1.803,2,0.09271854,0.183141,1.975236021,
6100,23,10.005,Kinypanial ,NPK,11/25/09,9/21/10,7/10/12,9/20/12,658,8.2,0.8196,,43.922,1.498,,,43.922,1.498,17.668,18.014,17.709,0.346,0.041,88.15028902,44.99688622,4.8392184,23,3.601604,0.744253246,1.803,2,0.09274635,0.122836,1.324429479,
6105,24,10.005,Kinypanial ,N,11/25/09,9/21/10,7/10/12,9/20/12,658,8.1,0.8096,,35.748,2.733,,,35.748,2.733,17.262,17.636,17.356,0.374,0.094,74.86631016,38.32910329,4.8392184,24,2.895588,0.598358611,1.803,2,0.09274635,0.221373,2.38686482,
6116,25,10.003,Kinypanial ,NP,11/25/09,9/21/10,7/10/12,9/20/12,658,7.7,0.7698,,43.46,3.778,,,43.46,3.778,16.965,17.355,17.008,0.39,0.043,88.97435897,45.4105213,4.83825104,25,3.34642,0.691659026,1.803,2,0.09272781,0.290906,3.137203391,
6124,26,10.008,Kinypanial ,K,11/25/09,9/21/10,7/10/12,9/20/12,658,7.3,0.7294,,46.06,2.235,,,46.06,2.235,17.047,17.38,17.08,0.333,0.033,90.09009009,45.97055327,4.84066944,26,3.36238,0.694610537,1.803,2,0.09277416,0.163155,1.758625462,
6130,27,9.995,Kinypanial ,NK,11/25/09,9/21/10,7/10/12,9/20/12,658,8.2,0.8204,,44.256,2.154,,,44.256,2.154,17.01,17.359,17.055,0.349,0.045,87.10601719,44.47272265,4.8343816,27,3.628992,0.750663125,1.803,2,0.09265365,0.176628,1.906325331,
6134,28,10.008,Kinypanial ,Control,11/25/09,9/21/10,7/10/12,9/20/12,658,8.1,0.8094,,40.766,1.848,,,40.766,1.848,17.688,17.983,17.731,0.295,0.043,85.42372881,43.62831196,4.84066944,28,3.302046,0.682146559,1.803,2,0.09277416,0.149688,1.613466508,
6140,29,10.007,Kinypanial ,PK,11/25/09,9/21/10,7/10/12,9/20/12,658,7.4,0.7395,,45.841,1.4,,,45.841,1.4,17.74,17.996,17.767,0.256,0.027,89.453125,45.65083393,4.84018576,29,3.392234,0.700847895,1.803,2,0.09276489,0.1036,1.116801842,
6152,30,10.001,Kinypanial ,NPK+Fence,11/25/09,9/21/10,7/10/12,9/20/12,658,7.1,0.7099,,45.703,1.471,,,45.703,1.471,17.725,18.031,17.754,0.306,0.029,90.52287582,46.18778648,4.83728368,30,3.244913,0.670813046,1.803,2,0.09270927,0.104441,1.126543225,
5955,2,10.005,Kinypanial ,P,11/25/09,9/21/10,9/9/14,,1449,6.2,0.6197,"Never sent, possibly lost.",46.61634,1.621379,,,40.814,1.733,,,,0,0,#DIV/0!,#DIV/0!,4.8392184,2,2.530488667,0.522912681,3.97,4,0.09274635,0.107425333,1.1582702,
5958,3,10.006,Kinypanial ,NPK,11/25/09,9/21/10,9/9/14,,1449,6.87,0.6866,"Never sent, possibly lost.",46.61634,1.621379,,,46.61634,1.621379,,,,0,0,#DIV/0!,#DIV/0!,4.83970208,3,3.202542558,0.661723078,3.97,4,0.09275562,0.111388737,1.200883971,
5968,4,10.007,Kinypanial ,PK,11/25/09,9/21/10,9/9/14,,1449,7.01,0.7005,"Never sent, possibly lost.",46.61634,1.621379,,,45.668,1.586,,,,0,0,#DIV/0!,#DIV/0!,4.84018576,4,3.2013268,0.661405772,3.97,4,0.09276489,0.1111786,1.198498699,
5975,5,10.005,Kinypanial ,NP,11/25/09,9/21/10,9/9/14,,1449,7.14,0.7136,"Never sent, possibly lost.",46.61634,1.621379,,,45.126,2.323,,,,0,0,#DIV/0!,#DIV/0!,4.8392184,5,3.2219726,0.665804337,3.97,4,0.09274635,0.1658384,1.788085461,
5978,6,10.005,Kinypanial ,NPK+Fence,11/25/09,9/21/10,9/9/14,,1449,7.77,0.7766,"Never sent, possibly lost.",,,,,43.815,2.26,,,,0,0,#DIV/0!,#DIV/0!,4.8392184,6,3.4044255,0.703507306,3.97,4,0.09274635,0.175602,1.893357528,
5991,7,10.003,Kinypanial ,K,11/25/09,9/21/10,9/9/14,,1449,7.04,0.7038,"Never sent, possibly lost.",,,,,45.346,1.76,,,,0,0,#DIV/0!,#DIV/0!,4.83825104,7,3.192381867,0.65982146,3.97,4,0.09272781,0.123880533,1.335958795,
5997,8,10.001,Kinypanial ,Control,11/25/09,9/21/10,9/9/14,,1449,6.54,0.6539,"Never sent, possibly lost.",,,,,45.4,1.468,,,,0,0,#DIV/0!,#DIV/0!,4.83728368,8,2.9691382,0.613802786,3.97,4,0.09270927,0.096029,1.035807962,
6001,9,10,Kinypanial ,NK,11/25/09,9/21/10,9/9/14,,1449,5.81,0.581,,,,,,46.179,2.417,,,,0,0,#DIV/0!,#DIV/0!,4.8368,9,2.683019267,0.554709574,3.97,4,0.0927,0.1404277,1.51486192,
6006,10,10.004,Kinypanial ,N,11/25/09,9/21/10,9/9/14,,1449,7.24,0.7237,"Never sent, possibly lost.",,,,,41.837,2.119,,,,0,0,#DIV/0!,#DIV/0!,4.83873472,10,3.028974667,0.625984858,3.97,4,0.09273708,0.1534156,1.654306993,
6016,11,10.009,Kinypanial ,K,11/25/09,9/21/10,9/9/14,,1449,4.11,0.4106,"Never sent, possibly lost.",,,,,45.346,1.76,,,,0,0,#DIV/0!,#DIV/0!,4.84115312,11,1.8637343,0.38497735,3.97,4,0.09278343,0.0723223,0.779474309,
6023,12,10.003,Kinypanial ,NPK,11/25/09,9/21/10,9/9/14,,1449,5.82,0.5818,"Never sent, possibly lost.",,,,,46.61634,1.621379,,,,0,0,#DIV/0!,#DIV/0!,4.83825104,12,2.713070988,0.560754489,3.97,4,0.09272781,0.094364258,1.017647864,
6033,13,10.004,Kinypanial ,P,11/25/09,9/21/10,9/9/14,,1449,7.4,0.7397,"Never sent, possibly lost.",,,,,40.814,1.733,,,,0,0,#DIV/0!,#DIV/0!,4.83873472,13,3.020260667,0.624183974,3.97,4,0.09273708,0.128217333,1.382589719,
6040,14,10.003,Kinypanial ,NK,11/25/09,9/21/10,9/9/14,,1449,6.18,0.6178,"Never sent, possibly lost.",,,,,46.179,2.417,,,,0,0,#DIV/0!,#DIV/0!,4.83825104,14,2.8538828,0.589858355,3.97,4,0.09272781,0.1493706,1.610850078,
6041,15,10.002,Kinypanial ,N,11/25/09,9/21/10,9/9/14,,1449,6.54,0.6539,"Never sent, possibly lost.",,,,,41.837,2.119,,,,0,0,#DIV/0!,#DIV/0!,4.83776736,15,2.736118,0.56557453,3.97,4,0.09271854,0.1385826,1.494658997,
6050,16,10.003,Kinypanial ,NPK+Fence,11/25/09,9/21/10,9/9/14,,1449,6.66,0.6658,"Never sent, possibly lost.",,,,,43.815,2.26,,,,0,0,#DIV/0!,#DIV/0!,4.83825104,16,2.918079,0.603126827,3.97,4,0.09272781,0.150516,1.62320236,
6061,17,10.007,Kinypanial ,Control,11/25/09,9/21/10,9/9/14,,1449,5.34,0.5336,"Never sent, possibly lost.",,,,,45.4,1.468,,,,0,0,#DIV/0!,#DIV/0!,4.84018576,17,2.4243422,0.500877925,3.97,4,0.09276489,0.078409,0.845244359,
6063,18,10.006,Kinypanial ,Fence,11/25/09,9/21/10,9/9/14,,1449,5.67,0.5667,"Never sent, possibly lost.",,,,,45.067,1.63,,,,0,0,#DIV/0!,#DIV/0!,4.83970208,18,2.5553178,0.527990723,3.97,4,0.09275562,0.0924021,0.996188695,
6070,19,10.009,Kinypanial ,NP,11/25/09,9/21/10,9/9/14,,1449,7.26,0.7253,"Never sent, possibly lost.",,,,,45.126,2.323,,,,0,0,#DIV/0!,#DIV/0!,4.84115312,19,3.2761234,0.676723772,3.97,4,0.09278343,0.1686256,1.817410717,
6082,20,10.009,Kinypanial ,PK,11/25/09,9/21/10,9/9/14,,1449,4.4,0.4396,"Never sent, possibly lost.",,,,,45.668,1.586,,,,0,0,#DIV/0!,#DIV/0!,4.84115312,20,2.009392,0.415064748,3.97,4,0.09278343,0.069784,0.752117054,
6094,22,10.001,Kinypanial ,P,11/25/09,9/21/10,9/9/14,,1449,7.23,0.7229,"Never sent, possibly lost.",,,,,40.814,1.733,,,,0,0,#DIV/0!,#DIV/0!,4.83728368,22,2.9508763,0.610027548,3.97,4,0.09270927,0.1252718,1.35123273,
6101,23,10.004,Kinypanial ,NPK,11/25/09,9/21/10,9/9/14,,1449,6.41,0.6407,"Never sent, possibly lost.",,,,,46.61634,1.621379,,,,0,0,#DIV/0!,#DIV/0!,4.83873472,23,2.988107394,0.617538999,3.97,4,0.09273708,0.103930394,1.120699443,
6104,24,10.001,Kinypanial ,N,11/25/09,9/21/10,9/9/14,,1449,6.76,0.6759,"Never sent, possibly lost.",,,,,41.837,2.119,,,,0,0,#DIV/0!,#DIV/0!,4.83728368,24,2.828158667,0.584658427,3.97,4,0.09270927,0.1432444,1.545092524,
6111,25,10.002,Kinypanial ,NP,11/25/09,9/21/10,9/9/14,,1449,6.56,0.6559,"Never sent, possibly lost.",,,,,45.126,2.323,,,,0,0,#DIV/0!,#DIV/0!,4.83776736,25,2.960243733,0.61190287,3.97,4,0.09271854,0.152366933,1.643327573,
6121,26,10.005,Kinypanial ,K,11/25/09,9/21/10,9/9/14,,1449,5.93,0.5927,"Never sent, possibly lost.",,,,,45.346,1.76,,,,0,0,#DIV/0!,#DIV/0!,4.8392184,26,2.689037567,0.555676009,3.97,4,0.09274635,0.104348233,1.125092614,
6128,27,10.004,Kinypanial ,NK,11/25/09,9/21/10,9/9/14,,1449,5.98,0.5978,"Never sent, possibly lost.",,,,,46.179,2.417,,,,0,0,#DIV/0!,#DIV/0!,4.83873472,27,2.761524133,0.570712034,3.97,4,0.09273708,0.1445366,1.558563198,
6137,28,10.003,Kinypanial ,Control,11/25/09,9/21/10,9/9/14,,1449,6.61,0.6608,"Never sent, possibly lost.",,,,,45.4,1.468,,,,0,0,#DIV/0!,#DIV/0!,4.83825104,28,3.000917967,0.620248503,3.97,4,0.09272781,0.097056833,1.046685275,
6144,29,10.004,Kinypanial ,PK,11/25/09,9/21/10,9/9/14,,1449,6.48,0.6477,"Never sent, possibly lost.",,,,,45.668,1.586,,,,0,0,#DIV/0!,#DIV/0!,4.83873472,29,2.9592864,0.611582691,3.97,4,0.09273708,0.1027728,1.108216907,
6147,30,10.001,Kinypanial ,NPK+Fence,11/25/09,9/21/10,9/9/14,,1449,6.57,0.6569,"Never sent, possibly lost.",,,,,43.815,2.26,,,,0,0,#DIV/0!,#DIV/0!,4.83728368,30,2.8786455,0.595095448,3.97,4,0.09270927,0.148482,1.601587414,
2267,1,10.002,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,7/30/11,8/4/11,366,7.78,0.7778,Changed from Hastings UCNRS ,49.145,2.104,,,49.145,2.104,17.695,18.316,17.729,0.621,0.034,94.52495974,48.19659929,4.83776736,1,3.823481,0.790339989,1.003,1,0.09271854,0.1636912,1.76546352,
2274,2,10.002,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,7/30/11,8/4/11,366,7.98,0.7978,Changed from Hastings UCNRS ,50.48,1.551,,,50.48,1.551,17.432,17.95,17.455,0.518,0.023,95.55984556,48.71605163,4.83776736,2,4.028304,0.83267832,1.003,1,0.09271854,0.1237698,1.334898069,
2281,3,10.008,Lookout - Andrews LTER ,P,11/24/09,7/29/10,7/30/11,8/4/11,366,8.45,0.8443,Changed from Hastings UCNRS ,49.442,1.266,,,49.442,1.266,16.971,17.454,16.999,0.483,0.028,94.20289855,48.03494334,4.84066944,3,4.177849,0.863072567,1.003,1,0.09277416,0.106977,1.153090473,
2288,4,10.001,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,7/30/11,8/4/11,366,8.68,0.8679,Changed from Hastings UCNRS ,50.372,1.274,,,50.372,1.274,17.256,17.814,17.288,0.558,0.032,94.26523297,48.06623159,4.83728368,4,4.3722896,0.903872894,1.003,1,0.09270927,0.1105832,1.192795499,
2295,5,10.006,Lookout - Andrews LTER ,N,11/24/09,7/29/10,7/30/11,8/4/11,366,9.26,0.9254,Changed from Hastings UCNRS ,49.499,1.099,,,49.499,1.099,17.222,17.733,17.25,0.511,0.028,94.52054795,48.19438482,4.83970208,5,4.5836074,0.947084619,1.003,1,0.09275562,0.1017674,1.097156162,
2302,6,10.003,Lookout - Andrews LTER ,K,11/24/09,7/29/10,7/30/11,8/4/11,366,8.69,0.8687,Changed from Hastings UCNRS ,49.9,1.149,,,49.9,1.149,17.298,17.816,17.521,0.518,0.223,56.94980695,29.33606322,4.83825104,6,4.33631,0.896255685,1.003,1,0.09272781,0.0998481,1.076786996,
2309,7,10,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,7/30/11,8/4/11,366,8.62,0.862,Changed from Hastings UCNRS ,49.994,1.165,,,49.994,1.165,17.418,17.931,17.441,0.513,0.023,95.5165692,48.69432942,4.8368,7,4.3094828,0.890978085,1.003,1,0.0927,0.100423,1.083311758,
2316,8,10.002,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,7/30/11,8/4/11,366,8.97,0.8968,Changed from Hastings UCNRS ,49.179,1.154,,,49.179,1.154,17.131,17.521,17.155,0.39,0.024,93.84615385,47.8558783,4.83776736,8,4.4113563,0.911857882,1.003,1,0.09271854,0.1035138,1.116430436,
2323,9,10.008,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.48,0.8473,Changed from Hastings UCNRS ,50.049,1.365,,,50.049,1.365,17.207,17.754,17.234,0.547,0.027,95.06398537,48.46715873,4.84066944,9,4.2441552,0.876770301,1.003,1,0.09277416,0.115752,1.247674999,
2330,10,10.007,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,7/30/11,8/4/11,366,9.29,0.9284,Changed from Hastings UCNRS ,47.576,1.295,,,47.576,1.295,17.397,17.891,17.435,0.494,0.038,92.30769231,47.0836603,4.84018576,10,4.4198104,0.91314892,1.003,1,0.09276489,0.1203055,1.296886139,
2337,11,9.999,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,7/30/11,8/4/11,366,8.63,0.8631,Changed from Hastings UCNRS ,50.065,1.146,,,50.065,1.146,17.088,17.664,17.116,0.576,0.028,95.13888889,48.50475593,4.83631632,11,4.3206095,0.893367847,1.003,1,0.09269073,0.0988998,1.066986958,
